unitid,"xscfa1n",scfa1n,"xscfa1p",scfa1p,"xscfa11n",scfa11n,"xscfa11p",scfa11p,"xscfa12n",scfa12n,"xscfa12p",scfa12p,"xscfa13n",scfa13n,"xscfa13p",scfa13p,"xscfa14n",scfa14n,"xscfa14p",scfa14p,"xscfa2",scfa2,"xscfy1n",scfy1n,"xscfy1p",scfy1p,"xscfy2",scfy2,"xanyaidn",anyaidn,"xanyaidp",anyaidp,"xfgrnt_n",fgrnt_n,"xfgrnt_p",fgrnt_p,"xfgrnt_a",fgrnt_a,"xsgrnt_n",sgrnt_n,"xsgrnt_p",sgrnt_p,"xsgrnt_a",sgrnt_a,"xigrnt_n",igrnt_n,"xigrnt_p",igrnt_p,"xigrnt_a",igrnt_a,"xloan_n",loan_n,"xloan_p",loan_p,"xloan_a",loan_a
181604,"R",105,"R",10,"B",,"B",,"B",,"B",,"B",,"B",,"R",105,"R",100,"R",1071,"B",,"B",,"B",,"R",100,"R",95,"R",46,"R",44,"R",3823,"R",32,"R",30,"R",2844,"R",96,"R",91,"R",6358,"R",88,"R",84,"R",3846
181640,"R",1815,"R",25,"R",1591,"R",88,"R",168,"R",9,"R",56,"R",3,"R",0,"R",0,"R",7396,"B",,"B",,"B",,"R",936,"R",52,"R",741,"R",41,"R",905,"R",109,"R",6,"R",191,"R",242,"R",13,"R",470,"R",538,"R",30,"R",2352
181677,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",49,"R",100,"R",49,"R",47,"R",96,"R",39,"R",80,"R",2623,"R",23,"R",47,"R",550,"R",16,"R",33,"R",500,"R",34,"R",69,"R",1728
181738,"R",174,"R",24,"B",,"B",,"B",,"B",,"B",,"B",,"R",174,"R",100,"R",737,"B",,"B",,"B",,"R",149,"R",86,"R",52,"R",30,"R",2649,"R",16,"R",9,"R",1588,"R",147,"R",84,"R",3404,"R",110,"R",63,"R",4068
181756,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",132,"R",100,"R",132,"R",132,"R",100,"R",98,"R",74,"R",3025,"R",32,"R",24,"R",540,"R",21,"R",16,"R",805,"R",132,"R",100,"R",10764
181765,"R",112,"R",46,"R",0,"R",0,"R",92,"R",82,"R",20,"R",18,"R",0,"R",0,"R",245,"B",,"B",,"B",,"R",93,"R",83,"R",52,"R",46,"R",2400,"R",42,"R",38,"R",250,"R",61,"R",54,"R",500,"R",59,"R",53,"R",2100
181783,"R",658,"R",22,"R",0,"R",0,"R",551,"R",84,"R",107,"R",16,"R",0,"R",0,"R",3036,"B",,"B",,"B",,"R",541,"R",82,"R",213,"R",32,"R",1096,"R",380,"R",58,"R",518,"R",96,"R",15,"R",759,"R",413,"R",63,"R",1396
181817,"R",302,"R",16,"R",266,"R",88,"R",10,"R",3,"R",26,"R",9,"R",0,"R",0,"R",1883,"B",,"B",,"B",,"R",241,"R",80,"R",241,"R",80,"R",1770,"R",137,"R",45,"R",754,"R",125,"R",41,"R",882,"R",14,"R",5,"R",1857
181853,"R",72,"R",14,"B",,"B",,"B",,"B",,"B",,"B",,"R",72,"R",100,"R",510,"B",,"B",,"B",,"R",70,"R",97,"R",27,"R",38,"R",2699,"R",3,"R",4,"R",3000,"R",70,"R",97,"R",2760,"R",57,"R",79,"R",3780
181880,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",204,"R",91,"R",223,"R",89,"R",44,"R",52,"R",25,"R",1649,"R",5,"R",2,"R",279,"R",28,"R",14,"R",700,"R",89,"R",44,"R",3652
181941,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",336,"R",88,"R",383,"R",297,"R",88,"R",213,"R",63,"R",3285,"R",33,"R",10,"R",199,"R",1,"R",0,"H",,"R",265,"R",79,"R",5065
182005,"R",708,"R",2,"R",0,"R",0,"R",572,"R",81,"R",136,"R",19,"R",0,"R",0,"R",33402,"B",,"B",,"B",,"R",550,"R",78,"R",170,"R",24,"R",2350,"R",316,"R",45,"R",1290,"R",3,"R",0,"R",833,"R",61,"R",9,"R",4120
182148,"R",249,"R",58,"B",,"B",,"B",,"B",,"B",,"B",,"R",249,"R",100,"R",431,"B",,"B",,"B",,"R",169,"R",68,"R",150,"R",60,"R",1739,"R",0,"R",0,"R",0,"R",1,"R",0,"H",,"R",119,"R",48,"R",4366
182209,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",122,"R",87,"R",141,"R",109,"R",89,"R",104,"R",85,"R",2700,"R",10,"R",8,"R",290,"R",32,"R",26,"R",898,"R",40,"R",33,"R",1700
182281,"R",1486,"R",16,"R",0,"R",0,"R",1033,"R",70,"R",453,"R",30,"R",0,"R",0,"R",9540,"B",,"B",,"B",,"R",939,"R",63,"R",317,"R",21,"R",2033,"R",553,"R",37,"R",2218,"R",8,"R",1,"R",1300,"R",48,"R",3,"R",2845
182290,"R",1466,"R",22,"R",0,"R",0,"R",1193,"R",81,"R",273,"R",19,"R",0,"R",0,"R",6636,"B",,"B",,"B",,"R",756,"R",52,"R",183,"R",12,"R",2201,"R",192,"R",13,"R",1687,"R",353,"R",24,"R",2705,"R",459,"R",31,"R",2165
182306,"R",122,"R",5,"R",0,"R",0,"R",118,"R",97,"R",4,"R",3,"R",0,"R",0,"R",2507,"B",,"B",,"B",,"R",51,"R",42,"R",51,"R",42,"R",2047,"R",16,"R",13,"R",536,"R",51,"R",42,"R",1587,"R",25,"R",20,"R",2727
182430,"R",14,"R",25,"B",,"B",,"B",,"B",,"B",,"B",,"R",14,"R",100,"R",57,"B",,"B",,"B",,"R",2,"R",14,"R",2,"R",14,"H",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
182458,"R",54,"R",19,"B",,"B",,"B",,"B",,"B",,"B",,"R",54,"R",100,"R",281,"B",,"B",,"B",,"R",42,"R",78,"R",18,"R",33,"R",2000,"R",5,"R",9,"R",1000,"R",37,"R",69,"R",2000,"R",42,"R",78,"R",2800
182485,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",175,"R",89,"R",196,"R",160,"R",91,"R",82,"R",47,"R",1850,"R",2,"R",1,"H",,"R",2,"R",1,"H",,"R",129,"R",74,"R",3291
182500,"R",295,"R",3,"R",0,"R",0,"R",260,"R",88,"R",35,"R",12,"R",0,"R",0,"R",9987,"B",,"B",,"B",,"R",128,"R",43,"R",96,"R",33,"R",1773,"R",74,"R",25,"R",700,"R",33,"R",11,"R",392,"R",22,"R",7,"R",2365
182564,"R",102,"R",2,"R",0,"R",0,"R",101,"R",99,"R",1,"R",1,"R",0,"R",0,"R",5022,"B",,"B",,"B",,"R",59,"R",58,"R",37,"R",36,"R",1836,"R",38,"R",37,"R",659,"R",10,"R",10,"R",631,"R",5,"R",5,"R",2613
182634,"R",236,"R",29,"B",,"B",,"B",,"B",,"B",,"B",,"R",236,"R",100,"R",808,"B",,"B",,"B",,"R",192,"R",81,"R",48,"R",20,"R",3082,"R",70,"R",30,"R",1383,"R",189,"R",80,"R",8711,"R",138,"R",58,"R",2811
182652,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",59,"R",63,"R",94,"R",46,"R",78,"R",28,"R",47,"R",1774,"R",1,"R",2,"H",,"R",0,"R",0,"R",0,"R",33,"R",56,"R",5244
182661,"R",161,"R",15,"B",,"B",,"B",,"B",,"B",,"B",,"R",161,"R",100,"R",1043,"B",,"B",,"B",,"R",149,"R",93,"R",50,"R",31,"R",2677,"R",30,"R",19,"R",784,"R",140,"R",87,"R",6070,"R",145,"R",90,"R",3340
182670,"R",1054,"R",26,"B",,"B",,"B",,"B",,"B",,"B",,"R",1054,"R",100,"R",4057,"B",,"B",,"B",,"R",617,"R",59,"R",218,"R",21,"R",4518,"R",24,"R",2,"R",509,"R",442,"R",42,"R",16755,"R",421,"R",40,"R",2860
182704,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",54,"R",27,"R",203,"R",42,"R",78,"R",31,"R",57,"R",3300,"R",2,"R",4,"H",,"R",11,"R",20,"R",500,"R",39,"R",72,"R",6427
182722,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",53,"R",26,"R",205,"R",38,"R",72,"R",28,"R",53,"R",3300,"R",2,"R",4,"H",,"R",13,"R",25,"R",500,"R",34,"R",64,"R",6625
182795,"R",429,"R",31,"B",,"B",,"B",,"B",,"B",,"B",,"R",429,"R",100,"R",1383,"B",,"B",,"B",,"R",390,"R",91,"R",390,"R",91,"R",850,"R",120,"R",28,"R",250,"R",390,"R",91,"R",7960,"R",390,"R",91,"R",6050
182810,"R",56,"R",4,"B",,"B",,"B",,"B",,"B",,"B",,"R",56,"R",100,"R",1261,"B",,"B",,"B",,"R",27,"R",48,"R",26,"R",46,"R",3185,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
182865,"R",677,"R",24,"B",,"B",,"B",,"B",,"B",,"B",,"R",677,"R",100,"R",2766,"B",,"B",,"B",,"R",521,"R",77,"R",261,"R",39,"R",2219,"R",93,"R",14,"R",633,"R",183,"R",27,"R",879,"R",477,"R",70,"R",6143
182883,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",33,"R",100,"R",33,"R",24,"R",73,"R",10,"R",30,"R",1878,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24,"R",73,"R",5709
182908,"R",11,"R",2,"B",,"B",,"B",,"B",,"B",,"B",,"R",11,"R",100,"R",466,"B",,"B",,"B",,"R",4,"R",36,"R",0,"R",0,"R",0,"R",3,"R",27,"R",550,"R",2,"R",18,"H",,"R",0,"R",0,"R",0
182944,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",1199,"R",62,"R",1930,"R",1199,"R",100,"R",499,"R",42,"R",1753,"R",39,"R",3,"R",649,"R",0,"R",0,"R",0,"R",1199,"R",100,"R",2410
182953,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",83,"R",100,"R",83,"R",69,"R",83,"R",39,"R",47,"R",1725,"R",5,"R",6,"R",500,"R",11,"R",13,"R",300,"R",59,"R",71,"R",4286
182980,"R",207,"R",29,"B",,"B",,"B",,"B",,"B",,"B",,"R",207,"R",100,"R",708,"B",,"B",,"B",,"R",178,"R",86,"R",45,"R",22,"R",3550,"R",47,"R",23,"R",1434,"R",177,"R",86,"R",8571,"R",144,"R",70,"R",4549
182999,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",17,"R",59,"R",29,"R",16,"R",94,"R",11,"R",65,"R",2014,"R",4,"R",24,"R",1053,"R",0,"R",0,"R",0,"R",8,"R",47,"R",3484
183026,"R",458,"R",11,"B",,"B",,"B",,"B",,"B",,"B",,"R",458,"R",100,"R",4058,"B",,"B",,"B",,"R",331,"R",72,"R",78,"R",17,"R",1721,"R",88,"R",19,"R",1232,"R",260,"R",57,"R",3785,"R",245,"R",53,"R",4493
183044,"R",2551,"R",23,"R",0,"R",0,"R",1318,"R",52,"R",1233,"R",48,"R",0,"R",0,"R",10882,"B",,"B",,"B",,"R",2070,"R",81,"R",409,"R",16,"R",3727,"R",365,"R",14,"R",488,"R",1391,"R",55,"R",4932,"R",1663,"R",65,"R",3402
183062,"R",1014,"R",24,"A",,"B",,"R",492,"R",49,"R",522,"R",51,"R",0,"R",0,"R",4233,"B",,"B",,"B",,"R",827,"R",82,"R",186,"R",18,"R",2701,"R",318,"R",31,"R",1377,"R",495,"R",49,"R",2051,"R",719,"R",71,"R",3275
183071,"R",81,"R",8,"R",0,"R",0,"R",80,"R",99,"R",1,"R",1,"R",0,"R",0,"R",1011,"B",,"B",,"B",,"R",79,"R",98,"R",28,"R",35,"R",1982,"R",8,"R",10,"R",469,"R",12,"R",15,"R",2152,"R",70,"R",86,"R",2670
183080,"R",779,"R",23,"A",,"B",,"R",389,"R",50,"R",390,"R",50,"R",0,"R",0,"R",3417,"B",,"B",,"B",,"R",560,"R",72,"R",166,"R",21,"R",2810,"R",142,"R",18,"R",591,"R",352,"R",45,"R",2022,"R",560,"R",72,"R",3069
183099,"R",415,"R",38,"R",0,"R",0,"R",401,"R",97,"R",14,"R",3,"R",0,"R",0,"R",1084,"B",,"B",,"B",,"R",293,"R",71,"R",127,"R",31,"R",2021,"R",116,"R",28,"R",1113,"R",5,"R",1,"R",4714,"R",235,"R",57,"R",2968
183105,"R",210,"R",16,"R",0,"R",0,"R",185,"R",88,"R",25,"R",12,"R",0,"R",0,"R",1345,"B",,"B",,"B",,"R",154,"R",73,"R",75,"R",36,"R",2182,"R",73,"R",35,"R",1449,"R",2,"R",1,"H",,"R",130,"R",62,"R",3034
183132,"R",220,"R",6,"R",0,"R",0,"R",205,"R",93,"R",15,"R",7,"R",0,"R",0,"R",3602,"B",,"B",,"B",,"R",127,"R",58,"R",57,"R",26,"R",2367,"R",40,"R",18,"R",1065,"R",12,"R",5,"R",229,"R",100,"R",45,"R",2926
183141,"R",200,"R",10,"R",178,"R",89,"R",15,"R",8,"R",7,"R",4,"R",0,"R",0,"R",1957,"B",,"B",,"B",,"R",127,"R",64,"R",48,"R",24,"R",2119,"R",59,"R",30,"R",1255,"R",8,"R",4,"R",813,"R",98,"R",49,"R",2464
183169,"R",128,"R",27,"B",,"B",,"B",,"B",,"B",,"B",,"R",128,"R",100,"R",482,"B",,"B",,"B",,"R",115,"R",90,"R",33,"R",26,"R",3029,"R",16,"R",13,"R",904,"R",115,"R",90,"R",5794,"R",102,"R",80,"R",4424
183202,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",16,"R",100,"R",16,"R",12,"R",75,"R",10,"R",63,"R",2468,"R",5,"R",31,"R",400,"R",0,"R",0,"R",0,"R",7,"R",44,"R",3292
183211,"R",183,"R",26,"B",,"B",,"B",,"B",,"B",,"B",,"R",183,"R",100,"R",709,"B",,"B",,"B",,"R",164,"R",90,"R",122,"R",67,"R",1256,"R",50,"R",27,"R",710,"R",164,"R",90,"R",4964,"R",164,"R",90,"R",2457
183239,"R",535,"R",27,"B",,"B",,"B",,"B",,"B",,"B",,"R",535,"R",100,"R",2003,"B",,"B",,"B",,"R",477,"R",89,"R",83,"R",16,"R",3208,"R",444,"R",83,"R",1442,"R",465,"R",87,"R",10075,"R",291,"R",54,"R",5176
183248,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",24,"R",100,"R",24,"R",23,"R",96,"R",10,"R",42,"R",2196,"R",8,"R",33,"R",1085,"R",2,"R",8,"H",,"R",19,"R",79,"R",2625
183275,"R",17,"R",24,"B",,"B",,"B",,"B",,"B",,"B",,"R",17,"R",100,"R",72,"B",,"B",,"B",,"R",16,"R",94,"R",6,"R",35,"R",1675,"R",1,"R",6,"H",,"R",16,"R",94,"R",6431,"R",10,"R",59,"R",2625
183345,"R",79,"R",77,"B",,"B",,"B",,"B",,"B",,"B",,"R",79,"R",100,"R",102,"B",,"B",,"B",,"R",69,"R",87,"R",35,"R",44,"R",1879,"R",18,"R",23,"R",867,"R",69,"R",87,"R",3387,"R",65,"R",82,"R",4275
183600,"R",1,"R",3,"B",,"B",,"B",,"B",,"B",,"B",,"R",1,"R",100,"R",31,"B",,"B",,"B",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
183655,"R",717,"R",15,"R",583,"R",81,"R",130,"R",18,"R",4,"R",1,"R",0,"R",0,"R",4811,"B",,"B",,"B",,"R",353,"R",49,"R",257,"R",36,"R",2205,"R",229,"R",32,"R",1291,"R",8,"R",1,"R",968,"R",108,"R",15,"R",2622
183743,"R",1612,"R",13,"R",1076,"R",67,"R",433,"R",27,"R",83,"R",5,"R",20,"R",1,"R",12225,"B",,"B",,"B",,"R",1399,"R",87,"R",711,"R",44,"R",1405,"R",547,"R",34,"R",1160,"R",18,"R",1,"R",700,"R",141,"R",9,"R",1853
183789,"R",777,"R",40,"B",,"B",,"B",,"B",,"B",,"B",,"R",777,"R",100,"R",1960,"B",,"B",,"B",,"R",654,"R",84,"R",409,"R",53,"R",2306,"R",463,"R",60,"R",4821,"R",504,"R",65,"R",1867,"R",577,"R",74,"R",2976
183822,"R",259,"R",14,"B",,"B",,"B",,"B",,"B",,"B",,"R",,"R",,"R",1810,"B",,"B",,"B",,"R",230,"R",89,"R",174,"R",71,"R",2749,"R",187,"R",76,"R",6055,"R",206,"R",84,"R",2500,"R",131,"R",53,"R",2611
183859,"R",1920,"R",17,"R",1726,"R",90,"R",193,"R",10,"R",1,"R",0,"R",0,"R",0,"R",11575,"B",,"B",,"B",,"R",664,"R",35,"R",412,"R",21,"R",2352,"R",429,"R",22,"R",1654,"R",8,"R",0,"R",1207,"R",227,"R",12,"R",2406
183877,"R",893,"R",16,"R",862,"R",97,"R",29,"R",3,"R",2,"R",0,"R",0,"R",0,"R",5733,"B",,"B",,"B",,"R",90,"R",10,"R",69,"R",8,"R",1243,"R",64,"R",7,"R",769,"R",8,"R",1,"R",883,"R",26,"R",3,"R",1199
183910,"R",259,"R",14,"B",,"B",,"B",,"B",,"B",,"B",,"R",259,"R",100,"R",1816,"B",,"B",,"B",,"R",228,"R",88,"R",143,"R",55,"R",1396,"R",144,"R",56,"R",5230,"R",228,"R",88,"R",2954,"R",218,"R",84,"R",2755
183938,"R",1239,"R",10,"R",1023,"R",83,"R",193,"R",16,"R",23,"R",2,"R",0,"R",0,"R",11821,"B",,"B",,"B",,"R",539,"R",44,"R",408,"R",33,"R",2268,"R",389,"R",31,"R",1369,"R",11,"R",1,"R",1443,"R",101,"R",8,"R",2461
183974,"R",135,"R",14,"B",,"B",,"B",,"B",,"B",,"B",,"R",,"R",,"R",940,"B",,"B",,"B",,"R",125,"R",93,"R",46,"R",31,"R",2580,"R",64,"R",43,"R",5375,"R",120,"R",81,"R",4931,"R",117,"R",79,"R",4490
183983,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",136,"R",54,"R",254,"R",56,"R",41,"R",31,"R",23,"R",2032,"R",0,"R",0,"R",0,"R",8,"R",6,"R",2739,"R",30,"R",22,"R",3989
184010,"R",24,"R",28,"B",,"B",,"B",,"B",,"B",,"B",,"R",24,"R",100,"R",86,"B",,"B",,"B",,"R",14,"R",58,"R",7,"R",29,"R",2372,"A",,"B",,"A",,"R",1,"R",4,"H",,"R",12,"R",50,"R",3841
184038,"R",6,"R",5,"B",,"B",,"B",,"B",,"B",,"B",,"R",6,"R",100,"R",117,"B",,"B",,"B",,"R",6,"R",100,"R",2,"R",33,"H",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",67,"R",13251
184056,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",850,"R",100,"R",850,"R",715,"R",84,"R",715,"R",84,"R",1127,"R",0,"R",0,"R",0,"R",112,"R",13,"R",285,"R",627,"R",74,"R",11125
184135,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",396,"R",100,"R",396,"R",396,"R",100,"R",396,"R",100,"R",859,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",396,"R",100,"R",3045
184144,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",58,"R",71,"R",82,"R",30,"R",52,"R",25,"R",43,"R",2808,"R",3,"R",5,"R",2686,"R",25,"R",43,"R",140,"R",24,"R",41,"R",2939
184153,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",20,"R",65,"R",31,"R",8,"R",40,"R",0,"R",0,"B",,"R",0,"R",0,"B",,"R",0,"R",0,"B",,"R",8,"R",40,"R",7500
184180,"R",1301,"R",17,"R",838,"R",64,"R",427,"R",33,"R",36,"R",3,"R",0,"R",0,"R",7714,"B",,"B",,"B",,"R",634,"R",49,"R",305,"R",23,"R",1953,"R",274,"R",21,"R",1380,"R",87,"R",7,"R",725,"R",352,"R",27,"R",2442
184205,"R",354,"R",13,"R",303,"R",86,"R",48,"R",14,"R",3,"R",1,"R",0,"R",0,"R",2662,"B",,"B",,"B",,"R",207,"R",58,"R",133,"R",38,"R",2458,"R",126,"R",36,"R",1912,"R",19,"R",5,"R",918,"R",35,"R",10,"R",2696
184269,"R",970,"R",27,"B",,"B",,"B",,"B",,"B",,"B",,"R",970,"R",100,"R",3640,"B",,"B",,"B",,"R",737,"R",76,"R",381,"R",39,"R",1876,"R",263,"R",27,"R",4326,"R",10,"R",1,"R",4628,"R",675,"R",70,"R",4017
184320,"R",95,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",95,"R",100,"R",95,"B",,"B",,"B",,"R",84,"R",88,"R",72,"R",76,"R",3000,"R",12,"R",13,"R",4000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
184348,"R",407,"R",27,"B",,"B",,"B",,"B",,"B",,"B",,"R",407,"R",100,"R",1485,"B",,"B",,"B",,"R",327,"R",80,"R",65,"R",16,"R",3564,"R",110,"R",27,"R",4285,"R",310,"R",76,"R",10614,"R",202,"R",50,"R",3217
184427,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",51,"R",71,"R",72,"R",33,"R",65,"R",33,"R",65,"R",8660,"R",3,"R",6,"R",11200,"R",3,"R",6,"R",4700,"R",0,"R",0,"R",0
184481,"R",1461,"R",16,"R",1289,"R",88,"R",160,"R",11,"R",12,"R",1,"R",0,"R",0,"R",8921,"B",,"B",,"B",,"R",699,"R",48,"R",661,"R",45,"R",2370,"R",517,"R",35,"R",1516,"R",3,"R",0,"R",833,"R",0,"R",0,"R",0
184506,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",36,"R",63,"R",57,"R",22,"R",61,"R",19,"R",53,"R",2694,"R",2,"R",6,"H",,"R",7,"R",19,"R",257,"R",14,"R",39,"R",3564
173735,"R",415,"R",13,"R",0,"R",0,"R",375,"R",90,"R",40,"R",10,"R",0,"R",0,"R",3076,"B",,"B",,"B",,"R",332,"R",80,"R",176,"R",42,"R",2412,"R",180,"R",43,"R",1462,"R",31,"R",7,"R",377,"R",210,"R",51,"R",3009
184612,"R",224,"R",17,"B",,"B",,"B",,"B",,"B",,"B",,"R",224,"R",100,"R",1324,"B",,"B",,"B",,"R",180,"R",80,"R",130,"R",58,"R",1888,"R",100,"R",45,"R",4522,"R",89,"R",40,"R",1668,"R",170,"R",76,"R",3475
184746,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",25,"R",43,"R",58,"R",25,"R",100,"R",19,"R",76,"R",1600,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25,"R",100,"R",3054
184773,"R",139,"R",9,"B",,"B",,"B",,"B",,"B",,"B",,"R",139,"R",100,"R",1582,"B",,"B",,"B",,"R",126,"R",91,"R",52,"R",37,"R",2297,"R",73,"R",53,"R",5301,"R",111,"R",80,"R",4449,"R",81,"R",58,"R",2863
184782,"R",1119,"R",13,"R",0,"R",0,"R",1076,"R",96,"R",21,"R",2,"R",22,"R",2,"R",8389,"B",,"B",,"B",,"R",873,"R",78,"R",333,"R",30,"R",2796,"R",399,"R",36,"R",2815,"R",424,"R",38,"R",1732,"R",641,"R",57,"R",4457
184791,"R",974,"R",20,"R",792,"R",81,"R",182,"R",19,"R",0,"R",0,"R",0,"R",0,"R",4752,"B",,"B",,"B",,"R",514,"R",53,"R",278,"R",29,"R",2007,"R",299,"R",31,"R",1361,"R",0,"R",0,"R",0,"R",126,"R",13,"R",2049
184816,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",56,"R",100,"R",56,"R",50,"R",89,"R",42,"R",75,"R",1744,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40,"R",71,"R",2081
184870,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",217,"R",100,"R",217,"R",208,"R",96,"R",74,"R",34,"R",1707,"R",161,"R",74,"R",4427,"R",17,"R",8,"R",1257,"R",53,"R",24,"R",2335
184959,"R",133,"R",46,"B",,"B",,"B",,"B",,"B",,"B",,"R",133,"R",100,"R",288,"B",,"B",,"B",,"R",91,"R",68,"R",71,"R",53,"R",1500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",85,"R",64,"R",5500
184968,"R",61,"R",58,"B",,"B",,"B",,"B",,"B",,"B",,"R",61,"R",100,"R",105,"B",,"B",,"B",,"R",52,"R",85,"R",15,"R",25,"R",1661,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37,"R",61,"R",3431
184995,"R",1009,"R",23,"R",841,"R",83,"R",167,"R",17,"R",1,"R",0,"R",0,"R",0,"R",4460,"B",,"B",,"B",,"R",666,"R",66,"R",625,"R",62,"R",2530,"R",469,"R",46,"R",1431,"R",3,"R",0,"R",1200,"R",32,"R",3,"R",2653
185129,"R",603,"R",10,"R",0,"R",0,"R",585,"R",97,"R",17,"R",3,"R",1,"R",0,"R",5952,"B",,"B",,"B",,"R",571,"R",95,"R",285,"R",47,"R",2587,"R",315,"R",52,"R",2904,"R",73,"R",12,"R",1470,"R",194,"R",32,"R",2731
185174,"R",60,"R",45,"B",,"B",,"B",,"B",,"B",,"B",,"R",60,"R",100,"R",133,"B",,"B",,"B",,"R",31,"R",52,"R",25,"R",42,"R",2900,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31,"R",52,"R",2625
185244,"R",232,"R",25,"B",,"B",,"B",,"B",,"B",,"B",,"R",232,"R",100,"R",926,"B",,"B",,"B",,"R",228,"R",98,"R",198,"R",85,"R",7658,"R",136,"R",59,"R",7567,"R",14,"R",6,"R",783,"R",228,"R",98,"R",3662
185262,"R",999,"R",11,"R",0,"R",0,"R",954,"R",95,"R",38,"R",4,"R",7,"R",1,"R",9228,"B",,"B",,"B",,"R",867,"R",87,"R",446,"R",45,"R",7339,"R",490,"R",49,"R",2665,"R",107,"R",11,"R",2087,"R",828,"R",83,"R",4868
185332,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",118,"R",100,"R",118,"R",115,"R",97,"R",97,"R",82,"R",2737,"R",12,"R",10,"R",2668,"R",0,"R",0,"R",0,"R",102,"R",86,"R",2136
185378,"R",176,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",176,"R",100,"R",176,"B",,"B",,"B",,"R",176,"R",100,"R",176,"R",100,"R",1558,"R",41,"R",23,"R",198,"R",2,"R",1,"H",,"R",176,"R",100,"R",3439
185396,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",273,"R",44,"R",619,"R",260,"R",95,"R",177,"R",65,"R",1844,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",260,"R",95,"R",12875
185466,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",106,"R",100,"R",106,"R",59,"R",56,"R",22,"R",21,"R",2800,"R",0,"R",0,"R",0,"R",10,"R",9,"R",1000,"R",56,"R",53,"R",5000
